SiteId,Month,average_temperature
3,2013-11,17.075417661097852
3,2013-12,18.418869013271784
3,2014-01,18.78124639353722
3,2014-02,19.962148337595906
3,2014-03,17.988184438040346
3,2014-04,17.506773618538325
3,2014-05,13.840854010386613
3,2014-06,13.154751942618052
3,2014-07,10.983542788749252
3,2014-08,11.60546737213404
3,2014-09,13.24576372315036
3,2014-10,14.346902142443543
3,2014-11,15.317797619047619
3,2014-12,17.984139941690962
3,2015-01,20.649048991354466
3,2015-02,19.82436224489796
3,2015-03,19.430685089234313
3,2015-04,16.772195704057278
3,2015-05,13.855230125523011
3,2015-06,12.297559523809525
3,2015-07,10.622837370242214
3,2015-08,11.31544289044289
3,2015-09,12.454692169754932
3,2015-10,14.424841498559077
3,2015-11,15.858672248803828
3,2015-12,17.91863425925926
3,2016-01,20.525678015002885
3,2016-02,21.563023110555903
3,2016-03,19.81026837806301
3,2016-04,17.087387387387388
3,2016-05,16.075188405797103
3,2016-06,12.745892857142856
3,2016-07,11.652359033371692
3,2016-08,11.373993095512082
3,2016-09,13.462537224538416
3,2016-10,14.758640552995391
3,2016-11,16.029455445544553
3,2016-12,17.61
3,2017-01,18.732857142857142
3,2017-02,20.085586734693877
3,2017-03,19.31521613832853
3,2017-04,17.355833333333333
3,2017-05,13.696133871898443
3,2017-06,12.110883944678292
3,2017-07,11.127665706051873
3,2017-08,12.441841491841492
3,2017-09,13.468102932375823
3,2017-10,14.982342758222735
3,2017-11,16.68779035139964
3,2017-12,20.107705882352942
4,2013-01,17.459414225941423
4,2013-02,16.084536082474227
4,2013-03,15.529918864097363
4,2013-04,12.176507276507277
4,2013-05,8.974507874015748
4,2013-06,6.506002034587995
4,2013-07,7.381175298804781
4,2013-08,8.9333
4,2013-09,9.261601513240857
4,2013-10,12.100980957876514
4,2013-11,13.667045454545454
4,2013-12,15.937167630057804
4,2014-01,15.868869565217391
4,2014-02,16.198976327575178
4,2014-03,13.696422388920947
4,2014-04,12.244345238095239
4,2014-05,9.409322524609149
4,2014-06,7.530755395683453
4,2014-07,6.611337732453509
4,2014-08,6.910718492343934
4,2014-09,8.802032277346084
4,2014-10,11.041642228739002
4,2014-11,13.459499702203694
4,2014-12,15.122605140186916
4,2015-01,17.759237875288683
4,2015-02,15.922671804752728
4,2015-03,15.26048526863085
4,2015-04,12.772062350119903
4,2015-05,9.414147521160823
4,2015-06,6.55
4,2015-07,6.010803004043906
4,2015-08,6.6272303206997085
4,2015-09,8.13377245508982
4,2015-10,11.952497096399537
4,2015-11,13.301617735170762
4,2015-12,14.927858386535114
4,2016-01,15.967570686670513
4,2016-02,18.907658505963592
4,2016-03,15.287236533957845
4,2016-04,12.010755287009063
4,2016-05,11.781156069364163
4,2016-06,7.952033492822966
4,2016-07,6.499073537927041
4,2016-08,6.2261822376009235
4,2016-09,10.040453460620524
4,2016-10,11.74324480369515
4,2016-11,13.545910780669145
4,2016-12,15.348587896253601
4,2017-01,16.539868499701136
4,2017-02,16.616005121638924
4,2017-03,14.296416184971099
4,2017-04,12.151071428571429
4,2017-05,8.146939953810623
4,2017-06,6.497471402769415
4,2017-07,5.682190201729107
4,2017-08,8.162113251605371
4,2017-09,10.361625821876867
4,2017-10,11.740161569532603
4,2017-11,14.193087008343266
4,2017-12,17.550620200826934
5,2013-01,19.8990625
5,2013-02,19.80264672036824
5,2013-03,19.36294416243655
5,2013-04,17.364994775339603
5,2013-05,13.89990234375
5,2013-06,12.174669379450663
5,2013-07,11.18313492063492
5,2013-08,12.50439121756487
5,2013-09,13.403461296412837
5,2013-10,14.881902017291065
5,2013-11,17.075417661097852
5,2013-12,18.418869013271784
5,2014-01,18.78124639353722
5,2014-02,19.962148337595906
5,2014-03,17.988184438040346
5,2014-04,17.506773618538325
5,2014-05,13.840854010386613
5,2014-06,13.154751942618052
5,2014-07,10.983542788749252
5,2014-08,11.60546737213404
5,2014-09,13.24576372315036
5,2014-10,14.346902142443543
5,2014-11,15.317797619047619
5,2014-12,17.984139941690962
5,2015-01,20.649048991354466
5,2015-02,19.82436224489796
5,2015-03,19.430685089234313
5,2015-04,16.772195704057278
5,2015-05,13.855230125523011
5,2015-06,12.297559523809525
5,2015-07,10.622837370242214
5,2015-08,11.31544289044289
5,2015-09,12.454692169754932
5,2015-10,14.424841498559077
5,2015-11,15.858672248803828
5,2015-12,17.91863425925926
5,2016-01,20.525678015002885
5,2016-02,21.563023110555903
5,2016-03,19.81026837806301
5,2016-04,17.087387387387388
5,2016-05,16.075188405797103
5,2016-06,12.745892857142856
5,2016-07,11.652359033371692
5,2016-08,11.373993095512082
5,2016-09,13.462537224538416
5,2016-10,14.758640552995391
5,2016-11,16.029455445544553
5,2016-12,17.61
5,2017-01,18.732857142857142
5,2017-02,20.085586734693877
5,2017-03,19.31521613832853
5,2017-04,17.355833333333333
5,2017-05,13.696133871898443
5,2017-06,12.110883944678292
5,2017-07,11.127665706051873
5,2017-08,12.441841491841492
5,2017-09,13.468102932375823
5,2017-10,14.982342758222735
5,2017-11,16.68779035139964
5,2017-12,20.107705882352942
6,2013-01,19.8990625
6,2013-02,19.80264672036824
6,2013-03,19.36294416243655
6,2013-04,17.364994775339603
6,2013-05,13.89990234375
6,2013-06,12.174669379450663
6,2013-07,11.18313492063492
6,2013-08,12.50439121756487
6,2013-09,13.403461296412837
6,2013-10,14.881902017291065
6,2013-11,17.075417661097852
6,2013-12,18.418869013271784
6,2014-01,18.78124639353722
6,2014-02,19.962148337595906
6,2014-03,17.988184438040346
6,2014-04,17.506773618538325
6,2014-05,13.840854010386613
6,2014-06,13.154751942618052
6,2014-07,10.983542788749252
6,2014-08,11.60546737213404
6,2014-09,13.24576372315036
6,2014-10,14.346902142443543
6,2014-11,15.317797619047619
6,2014-12,17.984139941690962
6,2015-01,20.649048991354466
6,2015-02,19.82436224489796
6,2015-03,19.430685089234313
6,2015-04,16.772195704057278
6,2015-05,13.855230125523011
6,2015-06,12.297559523809525
6,2015-07,10.622837370242214
6,2015-08,11.31544289044289
6,2015-09,12.454692169754932
6,2015-10,14.424841498559077
6,2015-11,15.858672248803828
6,2015-12,17.91863425925926
6,2016-01,20.525678015002885
6,2016-02,21.563023110555903
6,2016-03,19.81026837806301
6,2016-04,17.087387387387388
6,2016-05,16.075188405797103
6,2016-06,12.745892857142856
6,2016-07,11.652359033371692
6,2016-08,11.373993095512082
6,2016-09,13.462537224538416
6,2016-10,14.758640552995391
6,2016-11,16.029455445544553
6,2016-12,17.61
6,2017-01,18.732857142857142
6,2017-02,20.085586734693877
6,2017-03,19.31521613832853
6,2017-04,17.355833333333333
6,2017-05,13.696133871898443
6,2017-06,12.110883944678292
6,2017-07,11.127665706051873
6,2017-08,12.441841491841492
6,2017-09,13.468102932375823
6,2017-10,14.982342758222735
6,2017-11,16.68779035139964
6,2017-12,20.107705882352942
7,2015-01,20.683049853372435
7,2015-02,19.82436224489796
7,2015-03,19.430685089234313
7,2015-04,16.772195704057278
7,2015-05,13.855230125523011
7,2015-06,12.297559523809525
7,2015-07,10.622837370242214
7,2015-08,11.31544289044289
7,2015-09,12.454692169754932
7,2015-10,14.424841498559077
7,2015-11,15.858672248803828
7,2015-12,17.91863425925926
7,2016-01,20.525678015002885
7,2016-02,21.563023110555903
7,2016-03,19.81026837806301
7,2016-04,17.087387387387388
7,2016-05,16.075188405797103
7,2016-06,12.745892857142856
7,2016-07,11.652359033371692
7,2016-08,11.373993095512082
7,2016-09,13.462537224538416
7,2016-10,14.758640552995391
7,2016-11,16.029455445544553
7,2016-12,17.61
7,2017-01,18.732857142857142
7,2017-02,20.085586734693877
7,2017-03,19.31521613832853
7,2017-04,17.355833333333333
7,2017-05,13.696133871898443
7,2017-06,12.110883944678292
7,2017-07,11.127665706051873
7,2017-08,12.441841491841492
7,2017-09,13.468102932375823
7,2017-10,14.982342758222735
7,2017-11,16.68779035139964
7,2017-12,20.107705882352942
8,2013-01,17.459414225941423
8,2013-02,16.084536082474227
8,2013-03,15.529918864097363
8,2013-04,12.176507276507277
8,2013-05,8.974507874015748
8,2013-06,6.506002034587995
8,2013-07,7.381175298804781
8,2013-08,8.9333
8,2013-09,9.261601513240857
8,2013-10,12.100980957876514
8,2013-11,13.667045454545454
8,2013-12,15.937167630057804
8,2014-01,15.868869565217391
8,2014-02,16.198976327575178
8,2014-03,13.696422388920947
8,2014-04,12.244345238095239
8,2014-05,9.409322524609149
8,2014-06,7.530755395683453
8,2014-07,6.611337732453509
8,2014-08,6.910718492343934
8,2014-09,8.802032277346084
8,2014-10,11.041642228739002
8,2014-11,13.459499702203694
8,2014-12,15.122605140186916
8,2015-01,17.759237875288683
8,2015-02,15.922671804752728
8,2015-03,15.26048526863085
8,2015-04,12.772062350119903
8,2015-05,9.414147521160823
8,2015-06,6.55
8,2015-07,6.010803004043906
8,2015-08,6.6272303206997085
8,2015-09,8.13377245508982
8,2015-10,11.952497096399537
8,2015-11,13.301617735170762
8,2015-12,14.927858386535114
8,2016-01,15.967570686670513
8,2016-02,18.907658505963592
8,2016-03,15.287236533957845
8,2016-04,12.010755287009063
8,2016-05,11.781156069364163
8,2016-06,7.952033492822966
8,2016-07,6.499073537927041
8,2016-08,6.2261822376009235
8,2016-09,10.040453460620524
8,2016-10,11.74324480369515
8,2016-11,13.545910780669145
8,2016-12,15.348587896253601
8,2017-01,16.539868499701136
8,2017-02,16.616005121638924
8,2017-03,14.296416184971099
8,2017-04,12.151071428571429
8,2017-05,8.146939953810623
8,2017-06,6.497471402769415
8,2017-07,5.682190201729107
8,2017-08,8.162113251605371
8,2017-09,10.361625821876867
8,2017-10,11.740161569532603
8,2017-11,14.193087008343266
8,2017-12,17.550620200826934
9,2013-01,17.459414225941423
9,2013-02,16.084536082474227
9,2013-03,15.529918864097363
9,2013-04,12.176507276507277
9,2013-05,8.974507874015748
9,2013-06,6.506002034587995
9,2013-07,7.381175298804781
9,2013-08,8.9333
9,2013-09,9.261601513240857
9,2013-10,12.100980957876514
9,2013-11,13.667045454545454
9,2013-12,15.937167630057804
9,2014-01,15.868869565217391
9,2014-02,16.198976327575178
9,2014-03,13.696422388920947
9,2014-04,12.244345238095239
9,2014-05,9.409322524609149
9,2014-06,7.530755395683453
9,2014-07,6.611337732453509
9,2014-08,6.910718492343934
9,2014-09,8.802032277346084
9,2014-10,11.041642228739002
9,2014-11,13.459499702203694
9,2014-12,15.122605140186916
9,2015-01,17.759237875288683
9,2015-02,15.922671804752728
9,2015-03,15.26048526863085
9,2015-04,12.772062350119903
9,2015-05,9.414147521160823
9,2015-06,6.55
9,2015-07,6.010803004043906
9,2015-08,6.6272303206997085
9,2015-09,8.13377245508982
9,2015-10,11.952497096399537
9,2015-11,13.301617735170762
9,2015-12,14.927858386535114
9,2016-01,15.967570686670513
9,2016-02,18.907658505963592
9,2016-03,15.287236533957845
9,2016-04,12.010755287009063
9,2016-05,11.781156069364163
9,2016-06,7.952033492822966
9,2016-07,6.499073537927041
9,2016-08,6.2261822376009235
9,2016-09,10.040453460620524
9,2016-10,11.74324480369515
9,2016-11,13.545910780669145
9,2016-12,15.348587896253601
9,2017-01,23.66
10,2013-01,17.459414225941423
10,2013-02,16.084536082474227
10,2013-03,15.529918864097363
10,2013-04,12.176507276507277
10,2013-05,8.974507874015748
10,2013-06,6.506002034587995
10,2013-07,7.381175298804781
10,2013-08,8.9333
10,2013-09,9.261601513240857
10,2013-10,12.100980957876514
10,2013-11,13.667045454545454
10,2013-12,15.937167630057804
10,2014-01,15.868869565217391
10,2014-02,16.198976327575178
10,2014-03,13.696422388920947
10,2014-04,12.244345238095239
10,2014-05,9.409322524609149
10,2014-06,7.530755395683453
10,2014-07,6.611337732453509
10,2014-08,6.910718492343934
10,2014-09,8.802032277346084
10,2014-10,11.041642228739002
10,2014-11,13.459499702203694
10,2014-12,15.122605140186916
10,2015-01,17.759237875288683
10,2015-02,15.922671804752728
10,2015-03,15.26048526863085
10,2015-04,12.772062350119903
10,2015-05,9.414147521160823
10,2015-06,6.55
10,2015-07,6.010803004043906
10,2015-08,6.6272303206997085
10,2015-09,8.13377245508982
10,2015-10,11.952497096399537
10,2015-11,13.301617735170762
10,2015-12,14.927858386535114
10,2016-01,15.967570686670513
10,2016-02,18.907658505963592
10,2016-03,15.287236533957845
10,2016-04,12.010755287009063
10,2016-05,11.781156069364163
10,2016-06,7.952033492822966
10,2016-07,6.499073537927041
10,2016-08,6.2261822376009235
10,2016-09,10.040453460620524
10,2016-10,11.74324480369515
10,2016-11,13.545910780669145
10,2016-12,15.348587896253601
10,2017-01,16.539868499701136
10,2017-02,16.616005121638924
10,2017-03,14.296416184971099
10,2017-04,12.151071428571429
10,2017-05,8.146939953810623
10,2017-06,6.497471402769415
10,2017-07,5.682190201729107
10,2017-08,8.162113251605371
10,2017-09,10.361625821876867
10,2017-10,11.740161569532603
10,2017-11,14.193087008343266
10,2017-12,17.550620200826934
12,2015-12,6.785185185185185
12,2016-01,11.598507462686566
12,2016-02,13.80752688172043
12,2016-03,13.85493612078978
12,2016-04,15.178966789667896
12,2016-05,15.383553421368548
12,2016-06,16.89741935483871
12,2016-07,16.74620938628159
12,2016-08,16.844284128745837
12,2016-09,17.448981900452488
12,2016-10,16.633552631578947
12,2016-11,13.484117647058824
12,2016-12,10.897364953886694
12,2017-01,9.956507592190889
12,2017-02,12.562375249500999
12,2017-03,13.51030042918455
12,2017-04,14.617142857142857
12,2017-05,15.475721925133689
12,2017-06,17.155467869222097
12,2017-07,17.680309734513273
12,2017-08,18.50348204570185
12,2017-09,20.10880713489409
12,2017-10,16.982056892778992
12,2017-11,14.081212121212122
12,2017-12,10.489602803738318
13,2013-12,-0.7647058823529411
13,2014-01,8.485714285714286
13,2014-02,7.842105263157895
13,2014-03,13.944444444444445
13,2014-04,17.08108108108108
13,2014-05,22.071428571428573
13,2014-06,26.235294117647058
13,2014-07,26.544117647058822
13,2014-08,24.06451612903226
13,2014-09,21.38372093023256
13,2014-10,8.127536231884058
13,2014-11,12.32375
13,2014-12,6.978985507246377
13,2015-01,5.6029126213592235
13,2015-02,1.2837606837606836
13,2015-03,13.904195804195805
13,2015-04,18.73564727954972
13,2015-05,21.687654320987654
13,2015-06,25.939772727272725
13,2015-07,24.72077922077922
13,2015-08,22.66829268292683
13,2015-09,19.599107142857143
13,2015-10,14.520731707317074
13,2015-11,12.836697247706422
13,2015-12,8.705882352941176
13,2016-01,8.953097345132743
13,2016-02,12.271604938271604
13,2016-03,19.22
13,2016-04,19.764864864864865
13,2016-05,24.87719298245614
13,2016-06,24.27536231884058
13,2016-07,24.93653846153846
13,2016-08,26.175675675675677
13,2016-09,16.998148148148147
13,2016-10,20.97826086956522
13,2016-11,11.935294117647059
13,2016-12,5.401312649164678
13,2017-01,12.195744680851066
13,2017-02,7.427800829875518
13,2017-03,13.40813953488372
13,2017-04,18.2076
13,2017-05,20.422784810126583
13,2017-06,23.919565217391302
13,2017-07,24.278787878787877
13,2017-08,23.43456790123457
13,2017-09,18.552409638554217
13,2017-10,15.881818181818181
13,2017-11,15.255882352941176
13,2017-12,5.388235294117647
16,2013-12,7.25
16,2014-01,14.504240282685512
16,2014-02,16.673142857142857
16,2014-03,18.307202680067
16,2014-04,23.22639593908629
16,2014-05,24.87244732576985
16,2014-06,28.59556313993174
16,2014-07,28.65205479452055
16,2014-08,29.36583333333333
16,2014-09,25.619480519480522
16,2014-10,23.802136181575435
16,2014-11,16.580547112462007
16,2014-12,16.196883468834688
16,2015-01,12.121448087431693
16,2015-02,13.698174706649283
16,2015-03,18.000922266139657
16,2015-04,23.072698412698415
16,2015-05,25.105483405483405
16,2015-06,27.668718801996675
16,2015-07,29.069867549668874
16,2015-08,28.979669421487603
16,2015-09,28.14883227176221
16,2015-10,25.9136
16,2015-11,20.849999999999998
16,2015-12,18.06229508196721
16,2016-01,15.626325411334554
16,2016-02,20.2416091954023
16,2016-03,23.001190476190477
16,2016-04,24.407705479452055
16,2016-05,26.460610932475884
16,2016-06,28.140338983050846
16,2016-07,30.773605947955392
16,2016-08,29.70198555956679
16,2016-09,29.0249500998004
16,2016-10,26.500380228136883
16,2016-11,22.21626617375231
16,2016-12,16.657142857142855
16,2017-01,17.909874326750447
16,2017-02,21.828942807625648
16,2017-03,22.859695817490497
16,2017-04,24.931586826347303
16,2017-05,26.881769911504428
16,2017-06,29.74296724470135
16,2017-07,29.75428082191781
16,2017-08,30.27570422535211
16,2017-09,27.39425087108014
16,2017-10,23.584182776801406
16,2017-11,21.790120967741935
16,2017-12,15.550217391304349
17,2014-05,12.2
17,2014-10,14.0
17,2015-02,0.0
17,2015-04,19.4
17,2016-04,20.6
17,2016-07,22.2
17,2017-01,18.3
17,2017-02,1.1
17,2017-04,21.675
17,2017-08,24.74230769230769
17,2017-09,24.164285714285715
17,2017-10,18.9
18,2014-05,12.2
18,2014-10,14.0
18,2015-02,0.0
18,2015-04,19.4
18,2016-04,20.6
18,2016-07,22.2
18,2017-01,18.3
18,2017-02,1.1
18,2017-04,21.675
18,2017-08,24.74230769230769
18,2017-09,24.164285714285715
18,2017-10,18.9
19,2015-01,17.807755581668626
19,2015-02,15.922671804752728
19,2015-03,15.26048526863085
19,2015-04,12.772062350119903
19,2015-05,9.414147521160823
19,2015-06,6.55
19,2015-07,6.010803004043906
19,2015-08,6.6272303206997085
19,2015-09,8.13377245508982
19,2015-10,11.952497096399537
19,2015-11,13.301617735170762
19,2015-12,14.927858386535114
19,2016-01,15.967570686670513
19,2016-02,18.907658505963592
19,2016-03,15.287236533957845
19,2016-04,12.010755287009063
19,2016-05,11.781156069364163
19,2016-06,7.952033492822966
19,2016-07,6.499073537927041
19,2016-08,6.2261822376009235
19,2016-09,10.040453460620524
19,2016-10,11.74324480369515
19,2016-11,13.545910780669145
19,2016-12,15.348587896253601
19,2017-01,16.539868499701136
19,2017-02,16.616005121638924
19,2017-03,14.296416184971099
19,2017-04,12.151071428571429
19,2017-05,8.146939953810623
19,2017-06,6.497471402769415
19,2017-07,5.682190201729107
19,2017-08,8.162113251605371
19,2017-09,10.361625821876867
19,2017-10,11.740161569532603
19,2017-11,14.193087008343266
19,2017-12,17.550620200826934
20,2014-12,-3.216666666666667
20,2015-01,3.3881226053639844
20,2015-02,-0.059398496240601444
20,2015-03,11.199242424242424
20,2015-04,17.628048780487806
20,2015-05,21.402641509433963
20,2015-06,25.6828125
20,2015-07,26.91945525291829
20,2015-08,24.8996062992126
20,2015-09,22.573151750972762
20,2015-10,16.43828125
20,2015-11,13.156420233463034
20,2015-12,11.35478443743428
20,2016-01,1.7734778982485406
20,2016-02,5.533870967741936
20,2016-03,12.547163561076605
20,2016-04,16.02305401956614
20,2016-05,18.80633946830266
20,2016-06,25.429454083791793
20,2016-07,26.896024590163936
20,2016-08,26.12874326005807
20,2016-09,23.190139652983497
20,2016-10,18.62174090723335
20,2016-11,11.478036971830985
20,2016-12,4.522099236641221
20,2017-01,7.137389100126743
20,2017-02,9.662599822537711
20,2017-03,10.964951902969469
20,2017-04,17.68030303030303
20,2017-05,21.64614457831325
20,2017-06,23.837187632359168
20,2017-07,26.41037811745776
20,2017-08,24.25456750202102
20,2017-09,21.075572201414897
20,2017-10,16.26295253419147
20,2017-11,10.644188191881918
20,2017-12,4.495223488168274
21,2014-01,4.245392953929539
21,2014-02,5.910762331838566
21,2014-03,8.854508748317631
21,2014-04,13.086369958275384
21,2014-05,14.859646739130437
21,2014-06,20.300698324022346
21,2014-07,19.403347280334728
21,2014-08,19.195068493150686
21,2014-09,17.771488178025034
21,2014-10,14.489232839838493
21,2014-11,8.754494382022472
21,2014-12,4.60997920997921
21,2015-01,3.201203007518797
21,2015-02,2.788280060882801
21,2015-03,8.416869095816464
21,2015-04,12.918194444444445
21,2015-05,16.403643724696355
21,2015-06,20.80236111111111
21,2015-07,24.138231292517005
21,2015-08,21.384625850340136
21,2015-09,15.896951219512195
21,2015-10,11.020295698924732
21,2015-11,6.888268156424581
21,2015-12,3.1367567567567565
21,2016-01,4.7097035040431265
21,2016-02,6.496925329428989
21,2016-03,7.355737704918032
21,2016-04,11.732960893854747
21,2016-05,15.044010767160163
21,2016-06,19.634075104311542
21,2016-07,21.96518817204301
21,2016-08,21.30646900269542
21,2016-09,19.136717663421418
21,2016-10,10.909127516778524
21,2016-11,7.302474526928676
21,2016-12,0.10080753701211302
21,2017-01,-1.7691666666666666
21,2017-02,6.585543964232488
21,2017-03,10.376985195154779
21,2017-04,11.888472222222223
21,2017-05,16.466214382632295
21,2017-06,22.077150916784205
21,2017-07,21.598807749627422
21,2017-08,21.637262872628725
21,2017-09,14.705997210599723
21,2017-10,12.11006711409396
21,2017-11,5.226008344923505
21,2017-12,1.9819843342036554
22,2014-01,9.203373722974579
22,2014-02,9.2163222045575
22,2014-03,11.031847133757962
22,2014-04,15.095975308641975
22,2014-05,17.62150512026673
22,2014-06,22.608412145345945
22,2014-07,23.318513916500994
22,2014-08,22.883547370971648
22,2014-09,21.14016124968506
22,2014-10,18.01809140421501
22,2014-11,13.188592170080375
22,2014-12,8.548199373695198
22,2015-01,7.230202312138728
22,2015-02,6.144101633393829
22,2015-03,10.946124941286989
22,2015-04,13.75293247905372
22,2015-05,18.70532363977486
22,2015-06,23.118163722318982
22,2015-07,26.598900070208288
22,2015-08,24.139083292262196
22,2015-09,19.566541916167665
22,2015-10,14.595419664268585
22,2015-11,11.900247708694575
22,2015-12,11.118377203574015
22,2016-01,8.4416292798111
22,2016-02,9.12759865875677
22,2016-03,10.253969776924922
22,2016-04,14.134605850272683
22,2016-05,17.06847126162652
22,2016-06,22.10308947108255
22,2016-07,25.00351941747573
22,2016-08,24.11463700234192
22,2016-09,21.85218788627936
22,2016-10,15.133102424542306
22,2016-11,10.817874140666314
22,2016-12,7.894331601322626
22,2017-01,4.938061695409279
22,2017-02,10.86083311501179
22,2017-03,12.35669176584892
22,2017-04,13.901785714285714
22,2017-05,18.092482100238662
22,2017-06,24.07502470355731
22,2017-07,25.245822232986196
22,2017-08,24.977527818093858
22,2017-09,18.496743388834474
22,2017-10,16.782279962546816
22,2017-11,9.907130771090163
22,2017-12,6.047258932941752
23,2014-01,5.502797202797202
23,2014-02,7.058349328214971
23,2014-03,10.85655253837072
23,2014-04,14.311037792441512
23,2014-05,17.616275659824044
23,2014-06,21.70357142857143
23,2014-07,21.4210686095932
23,2014-08,20.938836104513065
23,2014-09,19.02057761732852
23,2014-10,15.866585956416465
23,2014-11,10.87131400370142
23,2014-12,5.1531010041346725
23,2015-01,4.678614097968937
23,2015-02,4.471685971685972
23,2015-03,9.701961950059454
23,2015-04,13.620963855421687
23,2015-05,18.22597014925373
23,2015-06,22.560491493383743
23,2015-07,27.401378896882495
23,2015-08,24.255842630651788
23,2015-09,18.650647748303516
23,2015-10,13.207894736842105
23,2015-11,8.667205266307601
23,2015-12,4.6369757826343765
23,2016-01,3.4983227299016777
23,2016-02,6.423821495914519
23,2016-03,8.841165972635336
23,2016-04,14.06819012797075
23,2016-05,16.131918604651165
23,2016-06,20.684405339805828
23,2016-07,24.23895652173913
23,2016-08,22.47037914691943
23,2016-09,20.775210084033613
23,2016-10,12.797597597597598
23,2016-11,8.30099440646364
23,2016-12,4.173433874709977
23,2017-01,-0.5
24,2014-01,4.245392953929539
24,2014-02,5.910762331838566
24,2014-03,8.854508748317631
24,2014-04,13.086369958275384
24,2014-05,14.859646739130437
24,2014-06,20.300698324022346
24,2014-07,19.403347280334728
24,2014-08,19.195068493150686
24,2014-09,17.771488178025034
24,2014-10,14.489232839838493
24,2014-11,8.754494382022472
24,2014-12,4.60997920997921
24,2015-01,3.201203007518797
24,2015-02,2.788280060882801
24,2015-03,8.416869095816464
24,2015-04,12.918194444444445
24,2015-05,16.403643724696355
24,2015-06,20.80236111111111
24,2015-07,24.138231292517005
24,2015-08,21.384625850340136
24,2015-09,15.896951219512195
24,2015-10,11.020295698924732
24,2015-11,6.888268156424581
24,2015-12,3.1367567567567565
24,2016-01,4.7097035040431265
24,2016-02,6.496925329428989
24,2016-03,7.355737704918032
24,2016-04,11.732960893854747
24,2016-05,15.044010767160163
24,2016-06,19.634075104311542
24,2016-07,21.96518817204301
24,2016-08,21.30646900269542
24,2016-09,19.136717663421418
24,2016-10,10.909127516778524
24,2016-11,7.302474526928676
24,2016-12,0.10080753701211305
24,2017-01,-1.7691666666666666
24,2017-02,6.585543964232488
24,2017-03,10.376985195154779
24,2017-04,11.888472222222223
24,2017-05,16.466214382632295
24,2017-06,22.077150916784205
24,2017-07,21.598807749627422
24,2017-08,21.637262872628725
24,2017-09,14.705997210599723
24,2017-10,12.11006711409396
24,2017-11,5.226008344923505
24,2017-12,1.9819843342036554
25,2014-01,6.045106671181849
25,2014-02,6.5397617274758
25,2014-03,8.845485175202157
25,2014-04,12.126495132127957
25,2014-05,13.341430499325236
25,2014-06,16.274555594283722
25,2014-07,19.092934592514865
25,2014-08,16.157741160315826
25,2014-09,16.12799442896936
25,2014-10,13.482608695652175
25,2014-11,8.508342022940564
25,2014-12,4.424150815217391
25,2015-01,3.540935082408342
25,2015-02,3.1438478747203575
25,2015-03,6.356590370955012
25,2015-04,9.4481058877225
25,2015-05,12.703032967032968
25,2015-06,16.04033273381295
25,2015-07,19.009346204475648
25,2015-08,19.21237579042457
25,2015-09,13.238757264193115
25,2015-10,9.786097668279806
25,2015-11,9.948247610377788
25,2015-12,9.546820590461772
25,2016-01,4.993931088488646
25,2016-02,4.673872679045092
25,2016-03,5.238904327113934
25,2016-04,8.843785540211211
25,2016-05,14.3056050955414
25,2016-06,16.274631578947368
25,2016-07,18.575498479215952
25,2016-08,18.196730704415234
25,2016-09,17.850909727081877
25,2016-10,9.854979811574697
