SequenceID;SiteId;Month;Value;Surface;Sampling;BaseTemperature;MondayIsDayOff;TuesdayIsDayOff;WednesdayIsDayOff;ThursdayIsDayOff;FridayIsDayOff;SaturdayIsDayOff;SundayIsDayOff;AvgTemperature
3;1;2016-05-01;7095296.32311617;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;16.96185797726271
3;1;2016-06-01;6454905.617924751;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;19.401180382433072
3;1;2016-07-01;2313997.130763126;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;21.32305825008297
3;1;2016-08-01;1538845.5376728491;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;20.742745780697103
3;1;2016-09-01;4651754.2993587125;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;19.343314778472426
3;1;2016-10-01;4787912.797098399;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;15.324236311387889
3;1;2016-11-01;1049330.521972754;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;12.177426391472933
3;1;2016-12-01;2346917.4006637703;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;9.090210333213026
3;1;2017-01-01;4487127.504925587;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;8.220158448422033
3;1;2017-02-01;2117078.023284792;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;11.089617159986588
3;1;2017-03-01;2404908.794764702;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;13.587104379909494
4;1;2017-05-01;6190562.686111517;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;17.435992917198842
4;1;2017-06-01;5592668.516080994;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;20.887620035041337
4;1;2017-07-01;6915694.153990231;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;21.37875162596229
4;1;2017-08-01;3232228.7100804923;1387.2051194130663;15.0;18.0;False;False;False;False;False;True;True;22.11828355029739
5;2;2013-01-01;90403.77553483644;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;19.8990625
5;2;2013-02-01;93439.5413625106;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;19.80264672036824
5;2;2013-03-01;89228.82263878844;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;19.36294416243655
5;2;2013-04-01;88241.67846352712;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;17.364994775339603
5;2;2013-05-01;108509.19080283372;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;13.89990234375
5;2;2013-06-01;105553.3743999444;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;12.174669379450664
5;2;2013-07-01;110253.08803354976;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;11.18313492063492
5;2;2013-08-01;100529.79096365752;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;12.50439121756487
5;2;2013-09-01;97095.6416915584;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;13.403461296412836
5;2;2013-10-01;88015.08141837538;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;14.881902017291065
5;2;2013-11-01;79354.06908659227;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;17.075417661097852
5;2;2013-12-01;70835.38268742317;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;18.418869013271784
5;2;2014-01-01;78163.6623825728;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;18.78124639353722
5;2;2014-02-01;92222.61183933978;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;19.962148337595902
5;2;2014-03-01;83829.77881377707;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;17.988184438040346
5;2;2014-04-01;97817.60248910234;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;17.506773618538325
5;2;2014-05-01;105295.08956062447;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;13.840854010386613
5;2;2014-06-01;107246.27392614794;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;13.154751942618052
5;2;2014-07-01;102682.36198840685;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;10.983542788749252
5;2;2014-08-01;97538.8034094916;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;11.60546737213404
5;2;2014-09-01;85708.56898634172;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;13.24576372315036
5;2;2014-10-01;73310.7112102165;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;14.346902142443543
5;2;2014-11-01;73112.3432991992;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;15.31779761904762
5;2;2014-12-01;53301.72499523536;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;17.984139941690962
5;2;2015-01-01;50432.18662547727;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;20.649048991354466
5;2;2015-02-01;53589.36362882252;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;19.82436224489796
5;2;2015-03-01;52305.22807426299;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;19.43068508923432
5;2;2015-04-01;50055.0360595478;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;16.772195704057278
5;2;2015-05-01;56005.4353318531;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;13.855230125523011
5;2;2015-06-01;64824.53136857863;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;12.297559523809523
5;2;2015-07-01;70975.16152377341;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;10.622837370242214
5;2;2015-08-01;68115.47188009096;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;11.31544289044289
5;2;2015-09-01;62659.02227209187;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;12.454692169754932
5;2;2015-10-01;51902.12774031998;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;14.424841498559076
5;2;2015-11-01;52831.17277320776;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;15.858672248803828
5;2;2015-12-01;47522.67777018949;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;17.91863425925926
5;2;2016-01-01;45986.102295207216;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;20.525678015002885
5;2;2016-02-01;43744.53312613058;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;21.563023110555903
5;2;2016-03-01;44001.5117534737;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;19.81026837806301
5;2;2016-04-01;44016.08310153902;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;17.087387387387388
5;2;2016-05-01;50553.83761624312;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;16.075188405797103
5;2;2016-06-01;58598.22817072384;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;12.745892857142856
5;2;2016-07-01;59785.752621409134;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;11.652359033371692
5;2;2016-08-01;63271.84232726219;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;11.373993095512082
5;2;2016-09-01;48018.232978861546;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;13.462537224538416
5;2;2016-10-01;41443.81434491037;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;14.758640552995391
5;2;2016-11-01;39862.57936339922;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;16.029455445544553
5;2;2016-12-01;31546.61691284836;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;17.61
5;2;2017-01-01;35959.98957797474;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;18.732857142857146
5;2;2017-02-01;38404.879497104295;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;20.08558673469388
5;2;2017-03-01;40518.319905786666;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;19.31521613832853
5;2;2017-04-01;37744.62627701808;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;17.355833333333333
5;2;2017-05-01;51424.10802480661;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;13.696133871898445
5;2;2017-06-01;53557.30428038737;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;12.110883944678292
5;2;2017-07-01;57004.26046213902;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;11.127665706051872
5;2;2017-08-01;54590.42436376483;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;12.441841491841492
5;2;2017-09-01;50412.85292265534;6098.278376070084;30.0;18.0;False;False;False;False;False;True;True;13.468102932375825
6;3;2013-01-01;6432109.769688007;10556.293605272658;5.0;18.0;False;False;False;False;False;True;False;19.8990625
6;3;2013-02-01;7493260.9641358685;10556.293605272658;5.0;18.0;False;False;False;False;False;True;False;19.80264672036824
6;3;2013-03-01;6677824.858571018;10556.293605272658;5.0;18.0;False;False;False;False;False;True;False;19.36294416243655
6;3;2013-04-01;7122516.939166544;10556.293605272658;5.0;18.0;False;False;False;False;False;True;False;17.364994775339603
6;3;2013-05-01;7252253.893774094;10556.293605272658;5.0;18.0;False;False;False;False;False;True;False;13.89990234375
6;3;2013-06-01;6591355.883901301;10556.293605272658;5.0;18.0;False;False;False;False;False;True;False;12.174669379450664
6;3;2013-07-01;4939440.191195467;10556.293605272658;5.0;18.0;False;False;False;False;False;True;False;11.18313492063492
6;3;2013-08-01;6738368.117346045;10556.293605272658;5.0;18.0;False;False;False;False;False;True;False;12.50439121756487
6;3;2013-09-01;7174357.789698715;10556.293605272658;5.0;18.0;False;False;False;False;False;True;False;13.403461296412836
6;3;2013-10-01;6981715.365812768;10556.293605272658;5.0;18.0;False;False;False;False;False;True;False;14.881902017291065
6;3;2013-11-01;6370694.972257224;10556.293605272658;5.0;18.0;False;False;False;False;False;True;False;17.075417661097852
6;3;2013-12-01;5504360.274360489;10556.293605272658;5.0;18.0;False;False;False;False;False;True;False;18.418869013271784
7;6;2013-01-01;30877.64468502808;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;19.8990625
7;6;2013-02-01;35492.13551519911;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;19.80264672036824
7;6;2013-03-01;35482.345588412674;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;19.36294416243655
7;6;2013-04-01;33148.47180821448;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;17.364994775339603
7;6;2013-05-01;36889.58318342522;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;13.89990234375
7;6;2013-06-01;35395.46600847062;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;12.174669379450664
7;6;2013-07-01;36223.630443558;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;11.18313492063492
7;6;2013-08-01;33314.302349644546;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;12.50439121756487
7;6;2013-09-01;32472.2168887894;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;13.403461296412836
7;6;2013-10-01;30497.324325385067;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;14.881902017291065
7;6;2013-11-01;31777.172470310823;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;17.075417661097852
7;6;2013-12-01;26425.155870523417;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;18.418869013271784
7;6;2014-01-01;26431.200828828096;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;18.78124639353722
7;6;2014-02-01;28340.422109545667;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;19.962148337595902
7;6;2014-03-01;29554.21067389828;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;17.988184438040346
7;6;2014-04-01;27914.519035608857;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;17.506773618538325
7;6;2014-05-01;29561.043847184126;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;13.840854010386613
7;6;2014-06-01;30860.831322429844;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;13.154751942618052
7;6;2014-07-01;31588.89600296565;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;10.983542788749252
7;6;2014-08-01;30562.78157815376;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;11.60546737213404
7;6;2014-09-01;30201.370696693823;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;13.24576372315036
7;6;2014-10-01;27887.517549940243;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;14.346902142443543
7;6;2014-11-01;26476.98359526037;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;15.31779761904762
7;6;2014-12-01;22573.72174805805;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;17.984139941690962
7;6;2015-01-01;23831.23958905203;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;20.649048991354466
7;6;2015-02-01;27042.9176584535;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;19.82436224489796
7;6;2015-03-01;26961.81441904598;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;19.43068508923432
7;6;2015-04-01;24679.380673293887;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;16.772195704057278
7;6;2015-05-01;27609.250655906253;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;13.855230125523011
7;6;2015-06-01;28938.200518416463;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;12.297559523809523
7;6;2015-07-01;28672.74139778611;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;10.622837370242214
7;6;2015-08-01;28747.971274168867;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;11.31544289044289
7;6;2015-09-01;28563.87906388309;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;12.454692169754932
7;6;2015-10-01;25911.011000697672;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;14.424841498559076
7;6;2015-11-01;27035.229059499576;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;15.858672248803828
7;6;2015-12-01;22027.12508061065;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;17.91863425925926
7;6;2016-01-01;22419.433931660347;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;20.525678015002885
7;6;2016-02-01;25623.444284371697;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;21.563023110555903
7;6;2016-03-01;24649.08048857599;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;19.81026837806301
7;6;2016-04-01;22192.45923616689;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;17.087387387387388
7;6;2016-05-01;24426.083675282345;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;16.075188405797103
7;6;2016-06-01;27269.98457108201;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;12.745892857142856
7;6;2016-07-01;26611.558594970367;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;11.652359033371692
7;6;2016-08-01;27358.437154571737;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;11.373993095512082
7;6;2016-09-01;26344.83196675895;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;13.462537224538416
7;6;2016-10-01;25394.34937952697;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;14.758640552995391
7;6;2016-11-01;25191.27139607659;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;16.029455445544553
7;6;2016-12-01;22967.222079663818;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;17.61
7;6;2017-01-01;22199.08182791428;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;18.732857142857146
7;6;2017-02-01;22534.396249940342;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;20.08558673469388
7;6;2017-03-01;25681.757498377432;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;19.31521613832853
7;6;2017-04-01;23058.35317145077;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;17.355833333333333
7;6;2017-05-01;26534.27527076552;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;13.696133871898445
7;6;2017-06-01;25220.86089336101;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;12.110883944678292
7;6;2017-07-01;24160.196713078367;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;11.127665706051872
7;6;2017-08-01;25933.74754933526;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;12.441841491841492
7;6;2017-09-01;24710.010954895504;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;13.468102932375825
7;6;2017-10-01;23311.773858801826;9150.19537329732;30.0;18.0;False;False;False;False;False;True;True;14.982342758222735
8;7;2015-11-01;9069615.051710296;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;15.858672248803828
8;7;2015-12-01;8093548.583037887;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;17.91863425925926
8;7;2016-01-01;9304295.968157472;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;20.525678015002885
8;7;2016-02-01;8267939.7360059535;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;21.563023110555903
8;7;2016-03-01;8006376.786988119;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;19.81026837806301
8;7;2016-04-01;8299077.754143807;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;17.087387387387388
8;7;2016-05-01;8414480.75423868;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;16.075188405797103
8;7;2016-06-01;9875472.88795922;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;12.745892857142856
8;7;2016-07-01;10643700.101680154;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;11.652359033371692
8;7;2016-08-01;11972157.497043964;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;11.373993095512082
8;7;2016-09-01;10100693.551444491;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;13.462537224538416
8;7;2016-10-01;8985439.27917969;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;14.758640552995391
8;7;2016-11-01;9822268.362965344;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;16.029455445544553
9;7;2017-01-01;8986083.770378895;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;18.732857142857146
9;7;2017-02-01;8876372.37646526;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;20.08558673469388
9;7;2017-03-01;8795866.992772104;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;19.31521613832853
9;7;2017-04-01;8790717.956022967;15168.12597088516;30.0;18.0;False;False;False;False;False;True;True;17.355833333333333
10;8;2013-03-01;44114.970080047824;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;15.529918864097365
10;8;2013-04-01;47922.346707428536;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;12.176507276507277
10;8;2013-05-01;53605.22730022924;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;8.974507874015748
10;8;2013-06-01;50424.92733930048;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;6.506002034587995
10;8;2013-07-01;42532.62981364668;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;7.381175298804781
10;8;2013-08-01;50771.921044384806;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;8.9333
10;8;2013-09-01;42026.18152826637;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;9.261601513240857
10;8;2013-10-01;48249.3742314439;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;12.100980957876514
10;8;2013-11-01;41443.46094822329;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;13.667045454545454
10;8;2013-12-01;24090.616235491663;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;15.937167630057804
10;8;2014-01-01;20738.821871476222;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;15.868869565217391
10;8;2014-02-01;26532.190320107435;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;16.198976327575178
10;8;2014-03-01;35741.51891837058;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;13.696422388920949
10;8;2014-04-01;36188.89032019064;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;12.24434523809524
10;8;2014-05-01;43094.22803782099;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;9.409322524609149
10;8;2014-06-01;47740.57604808972;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;7.530755395683453
10;8;2014-07-01;38198.794239908544;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;6.611337732453509
10;8;2014-08-01;42178.1398832616;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;6.910718492343934
10;8;2014-09-01;41922.1765598035;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;8.802032277346084
10;8;2014-10-01;43162.16397224224;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;11.041642228739002
10;8;2014-11-01;39303.97981186237;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;13.459499702203694
10;8;2014-12-01;25055.02920281894;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;15.122605140186916
10;8;2015-01-01;22056.53761775804;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;17.759237875288683
10;8;2015-02-01;28006.4363160936;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;15.922671804752728
10;8;2015-03-01;39957.05762612997;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;15.26048526863085
10;8;2015-04-01;39012.68511726936;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;12.772062350119905
10;8;2015-05-01;46313.69509516731;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;9.414147521160825
10;8;2015-06-01;49679.29638510876;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;6.55
10;8;2015-07-01;40162.86059934991;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;6.010803004043906
10;8;2015-08-01;50030.07065190862;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;6.6272303206997085
10;8;2015-09-01;43067.00300654237;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;8.13377245508982
10;8;2015-10-01;44103.32902027282;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;11.952497096399537
10;8;2015-11-01;42589.2309215471;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;13.301617735170762
10;8;2015-12-01;22649.738926386213;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;14.927858386535114
10;8;2016-01-01;19562.04055061133;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;15.967570686670513
10;8;2016-02-01;28610.74200304564;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;18.907658505963592
10;8;2016-03-01;34522.78041518572;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;15.287236533957843
10;8;2016-04-01;32645.0613304288;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;12.010755287009063
10;8;2016-05-01;39076.58824279229;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;11.781156069364163
10;8;2016-06-01;47778.46881523886;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;7.952033492822966
10;8;2016-07-01;37687.33144612997;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;6.499073537927041
10;8;2016-08-01;45292.09229139645;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;6.226182237600924
10;8;2016-09-01;42994.29973185908;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;10.040453460620524
10;8;2016-10-01;39595.69011279948;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;11.74324480369515
10;8;2016-11-01;38471.67632549776;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;13.545910780669145
10;8;2016-12-01;21332.12445726931;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;15.3485878962536
10;8;2017-01-01;19314.656777910688;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;16.539868499701136
10;8;2017-02-01;21804.09071502096;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;16.616005121638924
10;8;2017-03-01;32219.900686017914;22221.85184655245;30.0;18.0;False;False;False;False;False;True;True;14.2964161849711
11;9;2013-01-01;2347.1196533195425;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;17.459414225941423
11;9;2013-02-01;3387.9637790672514;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;16.084536082474227
11;9;2013-03-01;4333.50919796047;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;15.529918864097365
11;9;2013-04-01;2772.8581047058137;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;12.176507276507277
11;9;2013-05-01;3115.719453753332;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;8.974507874015748
11;9;2013-06-01;3478.106571809903;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;6.506002034587995
11;9;2013-07-01;3364.9749222744763;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;7.381175298804781
11;9;2013-08-01;3507.30194173109;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;8.9333
11;9;2013-09-01;3117.9285494867213;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;9.261601513240857
11;9;2013-10-01;2747.2790116289;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;12.100980957876514
11;9;2013-11-01;2599.1019495944306;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;13.667045454545454
11;9;2013-12-01;2262.730941736335;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;15.937167630057804
11;9;2014-01-01;2201.9464506612344;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;15.868869565217391
11;9;2014-02-01;2909.0194316336256;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;16.198976327575178
11;9;2014-03-01;3816.08674893908;14588.849015258602;30.0;18.0;False;False;False;False;False;True;True;13.696422388920949
