obs_id;Month;number_of_fixations;value;SiteId
6;01.05.2013;2543;2.5252347988179825e-05;6
6;01.06.2013;2299;2.422909076022483e-05;6
6;01.07.2013;2592;2.4796265315436123e-05;6
6;01.08.2013;2400;2.2803790394130213e-05;6
6;01.09.2013;2491;2.222708192118061e-05;6
6;01.10.2013;2395;2.0874562102914375e-05;6
6;01.11.2013;2496;2.175107559658991e-05;6
6;01.12.2013;2282;1.8085707336544314e-05;6
6;01.01.2014;2531;1.8089847271069957e-05;6
6;01.02.2014;2163;1.939739162435611e-05;6
6;01.03.2014;2577;2.0228663724364376e-05;6
6;01.04.2014;2304;1.9105708745583677e-05;6
6;01.05.2014;2576;2.023334347376544e-05;6
6;01.06.2014;2320;2.1123512565684867e-05;6
6;01.07.2014;2475;2.162213306163067e-05;6
6;01.08.2014;2492;2.0919390987917777e-05;6
6;01.09.2014;2318;2.0671876065450797e-05;6
6;01.10.2014;2557;1.9087216577874828e-05;6
6;01.11.2014;2304;1.8121201938195727e-05;6
6;01.12.2014;2574;1.5448024114728096e-05;6
6;01.01.2015;2400;1.630924453414972e-05;6
6;01.02.2015;2299;1.850878607845963e-05;6
6;01.03.2015;2400;1.84532419234727e-05;6
6;01.04.2015;2496;1.6890100245685487e-05;6
6;01.05.2015;2400;1.8896643431809816e-05;6
6;01.06.2015;2496;1.980678460092173e-05;6
6;01.07.2015;2395;1.962498295345734e-05;6
6;01.08.2015;2587;1.9676504692218663e-05;6
6;01.09.2015;2304;1.9550427776737885e-05;6
6;01.10.2015;2481;1.7733591409437618e-05;6
6;01.11.2015;2305;1.8503520484445767e-05;6
6;01.12.2015;2475;1.5073683333350853e-05;6
6;01.01.2016;2512;1.534235895943722e-05;6
6;01.02.2016;2303;1.75366492111065e-05;6
6;01.03.2016;2105;1.686934893946889e-05;6
6;01.04.2016;2328;1.5186913655936428e-05;6
6;01.05.2016;2568;1.671662791809345e-05;6
6;01.06.2016;2304;1.8664294537549264e-05;6
6;01.07.2016;2587;1.8213366624783633e-05;6
6;01.08.2016;2400;1.8724871945335175e-05;6
6;01.09.2016;2328;1.8030696915352245e-05;6
6;01.10.2016;2321;1.7379751866507575e-05;6
6;01.11.2016;2489;1.7240672403472526e-05;6
6;01.12.2016;2400;1.571751573510956e-05;6
6;01.01.2017;2516;1.5191449187009161e-05;6
6;01.02.2017;2188;1.5421091755696015e-05;6
6;01.03.2017;2592;1.7576585448181395e-05;6
6;01.04.2017;2304;1.5779927539167203e-05;6
6;01.05.2017;2556;1.816043856705255e-05;6
6;01.06.2017;2340;1.72609369901297e-05;6
6;01.07.2017;2480;1.6534533260154402e-05;6
6;01.08.2017;2512;1.77491627033911e-05;6
6;01.09.2017;2303;1.691107762120097e-05;6
6;01.10.2017;1928;1.5953484576320714e-05;6
7;01.11.2015;1;0.006211381373701407;7
7;01.12.2015;31;0.005542915013916807;7
7;01.01.2016;31;0.006372104339773309;7
7;01.02.2016;29;0.00566234808834847;7
7;01.03.2016;25;0.005483214762907742;7
7;01.04.2016;30;0.005683673190996274;7
7;01.05.2016;31;0.005762707791464177;7
7;01.06.2016;30;0.006763279089267752;7
7;01.07.2016;31;0.0072894051939191885;7
7;01.08.2016;31;0.00819920909325365;7
7;01.09.2016;27;0.006917523130939468;7
7;01.10.2016;27;0.006153732971618581;7
7;01.11.2016;23;0.006726841575749744;7
7;01.01.2017;9;0.006154174356196039;7
7;01.02.2017;28;0.006079037694431504;7
7;01.03.2017;31;0.006023902985364383;7
7;01.04.2017;22;0.006020376629360396;7
8;01.03.2013;959;3.0200707789321295e-05;8
8;01.04.2013;2328;3.2808217908889136e-05;8
8;01.05.2013;2492;3.6700180828306875e-05;8
8;01.06.2013;2404;3.4522128814291156e-05;8
8;01.07.2013;2416;2.9117030322908124e-05;8
8;01.08.2013;2576;3.475977002659648e-05;8
8;01.09.2013;2304;2.8770185458738374e-05;8
8;01.10.2013;2592;3.3032185134015985e-05;8
8;01.11.2013;2304;2.8371104947917446e-05;8
8;01.12.2013;2587;1.6486880554055687e-05;8
8;01.01.2014;2400;1.4191379326247476e-05;8
8;01.02.2014;2304;1.8159010673131927e-05;8
8;01.03.2014;2400;2.4466087661971008e-05;8
8;01.04.2014;2496;2.4772473284307923e-05;8
8;01.05.2014;2395;2.9501645031664492e-05;8
8;01.06.2014;2496;3.2683730924791496e-05;8
8;01.07.2014;2400;2.614897088959709e-05;8
8;01.08.2014;2548;2.8874255265111994e-05;8
8;01.09.2014;2343;2.8698956884763847e-05;8
8;01.10.2014;2472;2.954817146018007e-05;8
8;01.11.2014;2424;2.6905865424838404e-05;8
8;01.12.2014;2400;1.7147365927019253e-05;8
8;01.01.2015;2585;1.5093826727545806e-05;8
8;01.02.2015;2224;1.9168658976801546e-05;8
8;01.03.2015;2465;2.735313060930205e-05;8
8;01.04.2015;2340;2.6706370092943635e-05;8
8;01.05.2015;2556;3.170652092213321e-05;8
8;01.06.2015;2304;3.4011477925556915e-05;8
8;01.07.2015;2592;2.7494076301789876e-05;8
8;01.08.2015;2400;3.425170828359057e-05;8
8;01.09.2015;2491;2.9482999767086772e-05;8
8;01.10.2015;2400;3.0192735323201832e-05;8
8;01.11.2015;2496;2.9155794011419454e-05;8
8;01.12.2015;2377;1.5500085043065527e-05;8
8;01.01.2016;2528;1.338545191139528e-05;8
8;01.02.2016;2272;1.9582522208168773e-05;8
8;01.03.2016;2241;2.3631425559643688e-05;8
8;01.04.2016;2348;2.2345455718888102e-05;8
8;01.05.2016;2472;2.675013462237704e-05;8
8;01.06.2016;2419;3.270968206739432e-05;8
8;01.07.2016;2400;2.579869180216214e-05;8
8;01.08.2016;2592;3.10068686655494e-05;8
8;01.09.2016;2219;2.9433208390237135e-05;8
8;01.10.2016;2365;2.710564538782015e-05;8
8;01.11.2016;2304;2.633585620966383e-05;8
8;01.12.2016;2568;1.4597707002184681e-05;8
8;01.01.2017;2400;1.3216029300011134e-05;8
8;01.02.2017;2304;1.492093659400697e-05;8
8;01.03.2017;260;2.205428129848251e-05;8
9;01.01.2013;1150;1.5956856654095305e-06;9
9;01.02.2013;2304;2.308515484046884e-06;9
9;01.03.2013;2400;2.9560792765396783e-06;9
9;01.04.2013;2491;1.8872558012073511e-06;9
9;01.05.2013;2400;2.1220669388344483e-06;9
9;01.06.2013;2496;2.3702504441746063e-06;9
9;01.07.2013;2400;2.292771394982153e-06;9
9;01.08.2013;2592;2.3902451097841374e-06;9
9;01.09.2013;1784;2.1235798544305785e-06;9
9;01.10.2013;2592;1.8697377696136906e-06;9
9;01.11.2013;2295;1.768257609767115e-06;9
9;01.12.2013;2518;1.5378914304373298e-06;9
9;01.01.2014;2469;1.4962627209339722e-06;9
9;01.02.2014;2304;1.9805068957549127e-06;9
9;01.03.2014;2400;2.601718675013629e-06;9
9;01.04.2014;2462;1.9819297839033972e-06;9
9;01.05.2014;2434;1.8762315472706301e-06;9
9;01.06.2014;2386;2.0972470510828094e-06;9
9;01.07.2014;2510;3.102766296887917e-06;9
9;01.08.2014;2400;2.580820885390121e-06;9
9;01.09.2014;2491;2.409400932019588e-06;9
9;01.10.2014;2400;2.2649821739515347e-06;9
9;01.11.2014;2496;1.9084510347293242e-06;9
9;01.12.2014;2400;1.461347843891289e-06;9
9;01.01.2015;2592;1.926962859177643e-06;9
9;01.02.2015;2112;2.535752383402404e-06;9
9;01.03.2015;2592;3.078000478843665e-06;9
9;01.04.2015;2304;1.9336264834733182e-06;9
9;01.05.2015;2592;2.3159966723497777e-06;9
9;01.06.2015;2304;2.3243606350178243e-06;9
9;01.07.2015;2592;2.5057477097358287e-06;9
9;01.08.2015;2400;2.5623081146001165e-06;9
9;01.09.2015;2437;2.3249528453322797e-06;9
9;01.10.2015;2454;1.961399611173525e-06;9
9;01.11.2015;2366;1.7187971524985964e-06;9
9;01.12.2015;2530;8.077396700526143e-07;9
9;01.01.2016;2400;1.0718206497169671e-06;9
9;01.02.2016;2400;1.3940127511983858e-06;9
9;01.03.2016;1277;1.8509640056647342e-06;9
10;01.01.2013;20;0.00030854476490992783;10
10;01.02.2013;28;0.00037313725713730055;10
10;01.03.2013;31;0.00048554743554317663;10
10;01.04.2013;30;0.0011577327459194305;10
10;01.05.2013;31;0.0012893515037998586;10
10;01.06.2013;30;0.0013356916801269797;10
10;01.07.2013;31;0.0012257579101807648;10
10;01.08.2013;31;0.0012919590213079247;10
10;01.09.2013;27;0.0012156805754267054;10
10;01.10.2013;31;0.0011489860224086531;10
10;01.11.2013;30;0.0011179760347227886;10
10;01.12.2013;31;0.000860008158956371;10
10;01.01.2014;6;0.0006928697871441615;10
10;01.03.2014;24;0.0012203398655670134;10
10;01.04.2014;30;0.0011420943750893278;10
10;01.05.2014;31;0.0012322853840529054;10
10;01.06.2014;5;0.0012648202358170489;10
10;01.08.2014;27;0.0012965798449875185;10
10;01.09.2014;30;0.0012572853220492687;10
10;01.10.2014;31;0.001233881493046619;10
10;01.11.2014;30;0.0011599946672197076;10
10;01.12.2014;31;0.0008886703619848863;10
10;01.01.2015;31;0.0009426364252885105;10
10;01.02.2015;28;0.0010766538362927452;10
10;01.03.2015;31;0.0012803492240133839;10
10;01.04.2015;30;0.001175132147585443;10
10;01.05.2015;31;0.0012198628666220844;10
10;01.06.2015;30;0.0012999497157075348;10
10;01.07.2015;30;0.001235739012939214;10
10;01.09.2015;2;0.0012612590095174847;10
10;01.10.2015;31;0.0011411484724302918;10
10;01.11.2015;30;0.0011147141562353107;10
10;01.12.2015;27;0.0009191789102076663;10
12;01.06.2016;18;0.006885064072821015;12
12;01.07.2016;14;0.006788222838330829;12
12;01.08.2016;27;0.007387659931131376;12
12;01.09.2016;30;0.008417852952903947;12
12;01.10.2016;31;0.007377132845119641;12
12;01.11.2016;30;0.006416336576144783;12
12;01.12.2016;30;0.004733308797087601;12
12;01.01.2017;31;0.006337616455778052;12
12;01.02.2017;28;0.006220049270768363;12
12;01.03.2017;31;0.006191230308243623;12
12;01.04.2017;30;0.006475521335326276;12
12;01.05.2017;31;0.00649592685947123;12
12;01.06.2017;3;0.005959926907749039;12
12;01.08.2017;29;0.006893036137390141;12
12;01.09.2017;30;0.007226588007659047;12
12;01.10.2017;31;0.0071581021621042;12
13;01.07.2014;2;0.00119218997953599;13
13;01.08.2014;31;0.001734776164458869;13
13;01.09.2014;30;0.001802967605963583;13
13;01.10.2014;31;0.0013895347611177365;13
13;01.11.2014;28;0.002306845362827135;13
13;01.12.2014;29;0.002538484541241203;13
13;01.01.2015;31;0.0031968058713050885;13
13;01.02.2015;25;0.003613010050487891;13
13;01.03.2015;30;0.002314907887752048;13
13;01.04.2015;30;0.0033363544962859357;13
13;01.05.2015;31;0.002808201682567591;13
13;01.06.2015;30;0.00311757355905301;13
13;01.07.2015;24;0.003177049073284287;13
13;01.09.2015;8;0.0038092570171554593;13
13;01.10.2015;31;0.002293395363226255;13
13;01.11.2015;29;0.0024327807996263368;13
13;01.12.2015;20;0.0025404376385583976;13
13;01.02.2016;10;0.0018842532155054655;13
13;01.03.2016;31;0.002322521106711713;13
13;01.04.2016;30;0.002273430152927202;13
13;01.05.2016;31;0.0023761465562720657;13
13;01.06.2016;30;0.0025868164137428733;13
13;01.07.2016;31;0.0024910894446109016;13
13;01.08.2016;31;0.0028046608660413706;13
13;01.09.2016;28;0.0025954018386428104;13
13;01.10.2016;31;0.00222170259985869;13
13;01.11.2016;30;0.00228347118427065;13
13;01.12.2016;29;0.0021096736457599063;13
13;01.01.2017;31;0.0014402553539223672;13
13;01.02.2017;13;0.0019245787078940686;13
13;01.04.2017;16;0.0020401641649141467;13
13;01.05.2017;31;0.001971497898244772;13
13;01.06.2017;30;0.002145997491473542;13
13;01.07.2017;13;0.00264064486786001;13
14;01.08.2014;419;1.9397724194644107e-05;14
14;01.09.2014;2464;1.9359077255183386e-05;14
14;01.10.2014;2423;1.9361387197567503e-05;14
14;01.11.2014;2395;1.894353804229973e-05;14
14;01.12.2014;2450;2.050529231219048e-05;14
14;01.01.2015;2400;2.199910454579732e-05;14
14;01.02.2015;2284;2.279486010899511e-05;14
14;01.03.2015;2383;1.99184390896311e-05;14
14;01.04.2015;2454;2.024134264031465e-05;14
14;01.05.2015;2391;2.0772105794761197e-05;14
14;01.06.2015;2489;2.627515714984805e-05;14
14;01.07.2015;2395;2.7183765220465854e-05;14
14;01.08.2015;2592;2.4640078304766457e-05;14
14;01.09.2015;2296;2.225150701014046e-05;14
14;01.10.2015;2585;1.821737653637984e-05;14
14;01.11.2015;2241;1.6999339777749106e-05;14
14;01.12.2015;2579;1.6793476151133245e-05;14
14;01.01.2016;2400;1.867273805151068e-05;14
14;01.02.2016;2400;1.8791100471549425e-05;14
14;01.03.2016;2391;2.3688172305818496e-05;14
14;01.04.2016;2468;2.4426455238020884e-05;14
14;01.05.2016;2421;2.3976321021279928e-05;14
14;01.06.2016;2397;2.5203666759906323e-05;14
14;01.07.2016;2497;2.6322213429508302e-05;14
14;01.08.2016;2395;2.8322958231650607e-05;14
14;01.09.2016;2441;2.620589587410006e-05;14
14;01.10.2016;2400;2.35301473792905e-05;14
14;01.11.2016;2494;2.3509272032836864e-05;14
14;01.12.2016;2344;2.137214080143725e-05;14
14;01.01.2017;2584;1.8988141399668255e-05;14
14;01.02.2017;1782;1.9659225066235366e-05;14
14;01.03.2017;2588;1.952487549512591e-05;14
14;01.04.2017;2165;2.041880610684377e-05;14
14;01.05.2017;2592;2.1822723553860458e-05;14
14;01.06.2017;2304;2.6202596872717356e-05;14
14;01.07.2017;2592;2.673225582440725e-05;14
14;01.08.2017;2400;2.547452328916906e-05;14
14;01.09.2017;2453;2.569519227329117e-05;14
14;01.10.2017;1928;2.3698329139233998e-05;14
15;01.09.2014;15;0.0021232246882930887;15
15;01.10.2014;31;0.004429747274903804;15
15;01.11.2014;29;0.0039626817569667775;15
15;01.12.2014;30;0.005043895559988511;15
15;01.01.2015;31;0.005745472306071529;15
15;01.02.2015;27;0.006297600147642133;15
15;01.03.2015;29;0.004872149114420959;15
15;01.04.2015;30;0.003985357645706261;15
15;01.05.2015;31;0.0041409948198514995;15
15;01.06.2015;30;0.004186954805448817;15
15;01.07.2015;31;0.005972940437911084;15
15;01.08.2015;31;0.0058050756930264;15
15;01.09.2015;10;0.0061299873990416365;15
15;01.11.2015;20;0.003195631152417056;15
15;01.12.2015;30;0.003416888987467406;15
15;01.01.2016;31;0.0048413662904741184;15
15;01.02.2016;7;0.0040687882866493165;15
16;01.09.2014;177;2.575918441265375e-05;16
16;01.10.2014;744;1.8219081897133907e-05;16
16;01.11.2014;516;1.9869268254648213e-05;16
16;01.12.2014;539;1.8603048757661684e-05;16
16;01.01.2015;736;1.982636063055198e-05;16
16;01.02.2015;470;1.979383461661062e-05;16
16;01.03.2015;602;1.9674371588095243e-05;16
16;01.04.2015;638;3.5982294984948024e-05;16
16;01.05.2015;542;7.118623497989078e-05;16
16;01.06.2015;716;9.68900702436815e-05;16
16;01.07.2015;550;0.00010784923091146012;16
16;01.08.2015;549;0.00010744654924604471;16
16;01.09.2015;714;8.36433625541187e-05;16
16;01.10.2015;544;8.165034850865463e-05;16
16;01.11.2015;525;7.978979789029221e-05;16
16;01.12.2015;735;7.169147440067012e-05;16
16;01.01.2016;552;6.442698803413675e-05;16
16;01.02.2016;632;7.151991124626127e-05;16
16;01.03.2016;610;8.685709709415143e-05;16
16;01.04.2016;524;9.911960287252699e-05;16
16;01.05.2016;744;0.00011108309375600092;16
16;01.06.2016;528;0.00013721752240055115;16
16;01.07.2016;552;0.00015173847330952883;16
16;01.08.2016;736;0.0001393959379002477;16
16;01.09.2016;526;0.00012787858788044476;16
16;01.10.2016;580;0.00010953120323566524;16
16;01.11.2016;687;9.656666212596988e-05;16
16;01.12.2016;534;8.770472784760243e-05;16
16;01.01.2017;666;8.745944974460166e-05;16
16;01.02.2017;540;9.671337518111295e-05;16
16;01.03.2017;550;9.108433623946166e-05;16
16;01.04.2017;720;0.00010887935813805609;16
16;01.05.2017;552;0.00012054706583532022;16
16;01.06.2017;528;0.0001401912527551425;16
16;01.07.2017;744;0.00013981245702034465;16
16;01.08.2017;552;0.00014150425188384351;16
16;01.09.2017;632;0.00012128637596154315;16
16;01.10.2017;640;9.7166241332493e-05;16
16;01.11.2017;324;9.982508531798381e-05;16
17;01.09.2014;6;0.00410062623768492;17
17;01.10.2014;29;0.005154583318699705;17
17;01.11.2014;30;0.004590011439452586;17
17;01.12.2014;30;0.004593080804043611;17
17;01.01.2015;31;0.005449125050823108;17
17;01.02.2015;28;0.0060249203135013365;17
17;01.03.2015;29;0.007060867705093377;17
17;01.04.2015;30;0.00747331579005979;17
17;01.05.2015;31;0.005531282833037461;17
17;01.06.2015;30;0.008143227978309535;17
17;01.07.2015;31;0.008768152439564565;17
17;01.08.2015;31;0.00829039398687519;17
17;01.09.2015;19;0.007901129995442699;17
17;01.11.2015;11;0.0056221974874425;17
17;01.12.2015;30;0.005949821013569552;17
17;01.01.2016;31;0.005082357083015334;17
17;01.02.2016;16;0.005649119345490328;17
17;01.04.2016;14;0.006956838612221755;17
17;01.05.2016;31;0.007209412464740075;17
17;01.06.2016;30;0.008314608694973254;17
17;01.07.2016;31;0.009341570531302289;17
17;01.08.2016;31;0.00963766905042276;17
17;01.09.2016;28;0.009002988016675604;17
17;01.10.2016;31;0.007841857525758163;17
17;01.11.2016;30;0.007189876428833993;17
17;01.12.2016;30;0.0067054052826330405;17
17;01.01.2017;31;0.006970319639837589;17
17;01.02.2017;24;0.008153026765512265;17
17;01.03.2017;31;0.00826159461095699;17
17;01.04.2017;11;0.008430652931684891;17
17;01.06.2017;20;0.010850441306068557;17
17;01.07.2017;31;0.012046349032034883;17
17;01.08.2017;31;0.010890480448613259;17
17;01.09.2017;8;0.009820146509056884;17
18;01.09.2014;6;0.0006492076903219045;18
18;01.10.2014;29;0.0008094431233817264;18
18;01.11.2014;30;0.0009034353294721285;18
18;01.12.2014;30;0.000915711776147968;18
18;01.01.2015;31;0.0009355411043795068;18
18;01.02.2015;28;0.0009966850436868304;18
18;01.03.2015;29;0.0010396808729683886;18
18;01.04.2015;30;0.0010221430562861742;18
18;01.05.2015;31;0.0009831174840511652;18
18;01.06.2015;30;0.001009873160862217;18
18;01.07.2015;31;0.0010019029282836063;18
18;01.08.2015;31;0.0009997819708920358;18
18;01.09.2015;19;0.001015366295093391;18
18;01.11.2015;11;0.0009750393713581882;18
18;01.12.2015;30;0.0010761657448249639;18
18;01.01.2016;31;0.0010711488201932877;18
18;01.02.2016;16;0.0011021655221117236;18
18;01.04.2016;14;0.00105252723570614;18
18;01.05.2016;31;0.0010227160839258898;18
18;01.06.2016;30;0.0010305139662440867;18
18;01.07.2016;31;0.0010588583714484163;18
18;01.08.2016;31;0.0010720021639167021;18
18;01.09.2016;28;0.0010481657269815025;18
18;01.10.2016;31;0.0010946443666789436;18
18;01.11.2016;30;0.0011413647109130886;18
18;01.12.2016;16;0.0010998542391988941;18
18;01.01.2017;31;0.0011540842936432279;18
18;01.02.2017;28;0.0011516312655600394;18
18;01.03.2017;31;0.0011612405904387975;18
18;01.04.2017;11;0.0011014856916206144;18
18;01.06.2017;20;0.0011285343130202487;18
18;01.07.2017;31;0.001074224471433208;18
18;01.08.2017;31;0.0011338830813711425;18
18;01.09.2017;8;0.0010796604422984011;18
19;01.01.2015;1298;2.084272371419162e-06;19
19;01.02.2015;2304;2.5719417135805567e-06;19
19;01.03.2015;2468;3.9512344504979815e-06;19
19;01.04.2015;2428;4.1993999484277485e-06;19
19;01.05.2015;2397;6.673852140223188e-06;19
19;01.06.2015;2496;8.399313467693824e-06;19
19;01.07.2015;2400;7.927948278017496e-06;19
19;01.08.2015;2592;9.010414152316052e-06;19
19;01.09.2015;2296;7.488045482690088e-06;19
19;01.10.2015;2592;5.03022654718304e-06;19
19;01.11.2015;2298;4.863977004723611e-06;19
19;01.12.2015;2592;3.693935272327734e-06;19
19;01.01.2016;2400;2.823289253239651e-06;19
19;01.02.2016;2391;4.011608784362437e-06;19
19;01.03.2016;1916;4.268284778775532e-06;19
19;01.04.2016;2496;4.1854099774610475e-06;19
19;01.05.2016;2400;6.741579497826683e-06;19
19;01.06.2016;2428;9.342473495038601e-06;19
19;01.07.2016;2468;7.515328862508483e-06;19
19;01.08.2016;1135;1.1491974192917707e-05;19
19;01.09.2016;2430;7.092965075050791e-06;19
19;01.10.2016;2400;5.663524205789488e-06;19
19;01.11.2016;1332;5.015364285658493e-06;19
19;01.12.2016;2080;4.210231081652616e-06;19
19;01.01.2017;2230;2.525131900350189e-06;19
19;01.02.2017;2107;4.039287274904788e-06;19
19;01.03.2017;2592;4.977820984287756e-06;19
19;01.04.2017;2304;4.312120766988619e-06;19
19;01.05.2017;2592;8.494163571311239e-06;19
19;01.06.2017;2304;8.791314272860239e-06;19
19;01.07.2017;2592;8.273796637761434e-06;19
19;01.08.2017;2400;9.296700590582876e-06;19
19;01.09.2017;2479;7.5369354719664665e-06;19
19;01.10.2017;2412;4.986571631211487e-06;19
19;01.11.2017;480;3.988420072682032e-06;19
20;01.12.2015;5;0.0001170317157423025;20
20;01.01.2016;736;0.00014456671771083954;20
20;01.02.2016;503;0.00014650669284113627;20
20;01.03.2016;668;0.00014384734656859018;20
20;01.04.2016;596;0.00013911156486057002;20
20;01.05.2016;550;0.00013507984966045077;20
20;01.06.2016;715;0.0001402882095303747;20
20;01.07.2016;483;0.00013526919135149558;20
20;01.08.2016;533;0.0001345600775475969;20
20;01.09.2016;674;0.00013553237592099304;20
20;01.10.2016;547;0.00013539257208099585;20
20;01.11.2016;521;0.000143701422928166;20
20;01.12.2016;675;0.00013480167313226291;20
20;01.01.2017;545;0.0001421802723333336;20
20;01.02.2017;669;0.00014434759233231852;20
20;01.03.2017;551;0.00014112468056144207;20
20;01.04.2017;528;0.0001328523387924335;20
20;01.05.2017;744;0.000134165367055366;20
20;01.06.2017;508;0.00014168481082434036;20
20;01.07.2017;470;0.00013119679526810165;20
20;01.08.2017;744;0.00013409694690695183;20
20;01.09.2017;528;0.00013472775969757193;20
20;01.10.2017;650;0.00013935266319961906;20
21;01.07.2014;23;0.001974591951287747;21
21;01.08.2014;31;0.001928889161762816;21
21;01.09.2014;30;0.0016832047238828627;21
21;01.10.2014;30;0.001668885141836021;21
21;01.11.2014;27;0.0020444208164584533;21
21;01.12.2014;30;0.002015989479889732;21
21;01.01.2015;27;0.0021122473389334206;21
21;01.02.2015;28;0.0021208395184671666;21
21;01.03.2015;27;0.0021048799403580567;21
21;01.04.2015;30;0.002010812255017774;21
21;01.05.2015;31;0.0019088904898525274;21
21;01.06.2015;19;0.002151446600593028;21
21;01.07.2015;0;;21
21;01.09.2015;29;0.0019935762393933736;21
21;01.10.2015;31;0.002062135158911468;21
