obs_id,Month,number_of_fixations,value,SiteId
13,2015-02,25,5275582.510467822,13
13,2015-03,30,3380148.3193353484,13
13,2015-04,30,4871621.703950162,13
13,2015-05,31,4100435.1748754987,13
13,2015-06,30,4552166.979427312,13
13,2015-07,24,4639010.624284631,13
13,2015-09,8,5562134.078754083,13
13,2015-10,31,3348736.6356525896,13
13,2015-11,29,3552261.3885440137,13
13,2015-12,20,3709457.3776416713,13
13,2016-02,10,2751324.476513334,13
13,2016-03,31,3391264.821514433,13
13,2016-04,30,3319584.2751371283,13
13,2016-05,31,3469566.447942142,13
13,2016-06,30,3777177.7148778634,13
13,2016-07,31,3637401.2199956616,13
13,2016-08,31,4095265.0234798784,13
13,2016-09,28,3789713.7912884024,13
13,2016-10,31,3244053.877357775,13
13,2016-11,30,3334245.7668663254,13
13,2016-12,29,3080473.909546832,13
13,2017-01,31,2103017.4697207087,13
13,2017-02,13,2810206.0647594547,13
13,2017-04,16,2978979.0885804705,13
13,2017-05,31,2878715.4934962075,13
13,2017-06,30,3133512.461592644,13
13,2017-07,13,3855775.760022781,13
14,2014-08,419,28340.907714695186,14
14,2014-09,2464,28284.477078849013,14
14,2014-10,2423,28287.8499595822,14
14,2014-11,2395,27677.7241941639,14
14,2014-12,2450,29958.13210524789,14
14,2015-01,2400,32139.333912001643,14
14,2015-02,2284,33301.262722820444,14
14,2015-03,2383,29101.233707612544,14
14,2015-04,2454,29572.72389380386,14
14,2015-05,2391,30347.72193264161,14
14,2015-06,2489,38383.04611082965,14
14,2015-07,2395,39709.75740738756,14
14,2015-08,2592,35995.57273844631,14
14,2015-09,2296,32507.881376581623,14
14,2015-10,2585,26617.41369926112,14
14,2015-11,2241,24838.887644347928,14
14,2015-12,2579,24538.294233598306,14
14,2016-01,2400,27282.313435107662,14
14,2016-02,2400,27455.141263553603,14
14,2016-03,2391,34605.63962767525,14
14,2016-04,2468,35683.64931951389,14
14,2016-05,2421,35026.382264961525,14
14,2016-06,2397,36818.5009010096,14
14,2016-07,2497,38451.75571161142,14
14,2016-08,2395,41373.15913776287,14
14,2016-09,2441,38281.9137085097,14
14,2016-10,2400,34374.89827511399,14
14,2016-11,2494,34344.416972058025,14
14,2016-12,2344,31223.86781713285,14
14,2017-01,2584,27742.852140963878,14
14,2017-02,1782,28722.74029093894,14
14,2017-03,2588,28526.568696780163,14
14,2017-04,2165,29831.84858505872,14
14,2017-05,2592,31881.78980462693,14
14,2017-06,2304,38277.096645417994,14
14,2017-07,2592,39050.48237382365,14
14,2017-08,2400,37213.99421516759,14
14,2017-09,2453,37536.20578636319,14
14,2017-10,1928,34620.47020872043,14
15,2014-09,15,3100260.572014716,15
15,2014-10,31,6468147.860691016,15
15,2014-11,29,5786158.432115517,15
15,2014-12,30,7364901.3608327545,15
15,2015-01,31,8389314.223243047,15
15,2015-02,27,9195508.07980629,15
15,2015-03,29,7114124.423177767,15
15,2015-04,30,5819268.81130212,15
15,2015-05,31,6046523.6682421835,15
15,2015-06,30,6113632.506533858,15
15,2015-07,31,8721453.624022597,15
15,2015-08,31,8476344.582474142,15
15,2015-09,10,8950766.992635231,15
15,2015-11,20,4666143.394833559,15
15,2015-12,30,4989214.781392618,15
15,2016-01,31,7069176.638108614,15
15,2016-02,7,5941090.724839555,15
16,2014-09,177,37629.64441730724,16
16,2014-10,744,26619.903795321556,16
16,2014-11,516,29029.436522068474,16
16,2014-12,539,27180.556058755345,16
16,2015-01,736,28966.784613684897,16
16,2015-02,470,28919.291495889163,16
16,2015-03,602,28744.856605227666,16
16,2015-04,638,52557.000579795655,16
16,2015-05,542,103960.31338867276,16
16,2015-06,716,141491.97276095574,16
16,2015-07,550,157494.07832100082,16
16,2015-08,549,156906.09948645215,16
16,2015-09,714,122149.68723404671,16
16,2015-10,544,119239.5719337084,16
16,2015-11,525,116522.87415936349,16
16,2015-12,735,104698.04274491605,16
16,2016-01,552,94090.74523366072,16
16,2016-02,632,104447.53344130336,16
16,2016-03,610,126842.2472676602,16
16,2016-04,524,144747.4425508317,16
16,2016-05,744,162216.02885843543,16
16,2016-06,528,200376.42257828833,16
16,2016-07,552,221579.30447059238,16
16,2016-08,736,203557.25328572324,16
16,2016-09,526,186740.10310644488,16
16,2016-10,580,159950.02357966817,16
16,2016-11,687,141019.74582720772,16
16,2016-12,534,128079.92204986713,16
16,2017-01,666,127721.77727813054,16
16,2017-02,540,141233.97006085172,16
16,2017-03,550,133014.68410670513,16
16,2017-04,720,158998.22677907854,16
16,2017-05,552,176034.9229162487,16
16,2017-06,528,204718.53859281034,16
16,2017-07,744,204165.43698971483,16
16,2017-08,552,206635.7247072083,16
16,2017-09,632,177114.43247360128,16
16,2017-10,640,141895.22617148265,16
16,2017-11,324,145777.55835122787,16
17,2014-09,6,5987579.162114245,17
17,2014-10,29,7526522.97153776,17
17,2014-11,30,6702158.854447335,17
17,2014-12,30,6706640.611552352,17
17,2015-01,31,7956600.422919133,17
17,2015-02,28,8797352.452537704,17
17,2015-03,29,10309999.270797132,17
17,2015-04,30,10912238.62048346,17
17,2015-05,31,8076563.761666292,17
17,2015-06,30,11890416.227081696,17
17,2015-07,31,12802904.646515032,17
17,2015-08,31,12105301.84426605,17
17,2015-09,19,11536914.933036486,17
17,2015-11,11,8209313.516948357,17
17,2015-12,30,8687695.612801136,17
17,2016-01,31,7421061.259399153,17
17,2016-02,16,8248623.68197044,17
17,2016-04,14,10158100.363945458,17
17,2016-05,31,10526898.082331738,17
17,2016-06,30,12140659.142770683,17
17,2016-07,31,13640185.631089427,17
17,2016-08,31,14072536.237378987,17
17,2016-09,28,13145801.681069287,17
17,2016-10,31,11450367.76528803,17
17,2016-11,30,10498372.38421755,17
17,2016-12,30,9790967.989180509,17
17,2017-01,31,10177784.79357525,17
17,2017-02,24,11904724.004103301,17
17,2017-03,31,12063250.206601735,17
17,2017-04,11,12310102.057405027,17
17,2017-06,20,15843375.286412815,17
17,2017-07,31,17589589.45838422,17
17,2017-08,31,15901838.758658258,17
17,2017-09,8,14338982.149060642,17
18,2014-09,6,947962.9359205896,18
18,2014-10,29,1181931.977164926,18
18,2014-11,30,1319175.444002884,18
18,2014-12,30,1337100.9951982994,18
18,2015-01,31,1366054.9464327951,18
18,2015-02,28,1455334.7554266993,18
18,2015-03,29,1518115.457312753,18
18,2015-04,30,1492507.4748815217,18
18,2015-05,31,1435523.9753803355,18
18,2015-06,30,1474591.4895486163,18
18,2015-07,31,1462953.6910960372,18
18,2015-08,31,1459856.758301899,18
18,2015-09,19,1482612.333159495,18
18,2015-11,11,1423728.6549212588,18
18,2015-12,30,1571389.1329611249,18
18,2016-01,31,1564063.6305821964,18
18,2016-02,16,1609352.914430598,18
18,2016-04,14,1536873.1759760561,18
18,2016-05,31,1493344.1857444723,18
18,2016-06,30,1504730.3255943493,18
18,2016-07,31,1546117.6341543861,18
18,2016-08,31,1565309.647202906,18
18,2016-09,28,1530504.6843434887,18
18,2016-10,31,1598370.8395420795,18
18,2016-11,30,1666589.921541173,18
18,2016-12,16,1605978.076313755,18
18,2017-01,31,1685162.521368626,18
18,2017-02,28,1681580.712914595,18
18,2017-03,31,1695611.845017873,18
18,2017-04,11,1608360.254535242,18
18,2017-06,20,1647855.5140730673,18
18,2017-07,31,1568554.5671875693,18
18,2017-08,31,1655665.5606963348,18
18,2017-09,8,1576491.9432552366,18
19,2015-01,1298,3060.533415724542,19
19,2015-02,2304,3772.6076820146973,19
19,2015-03,2468,5786.59293539724,19
19,2015-04,2428,6148.953759790394,19
19,2015-05,2397,9762.044796297807,19
19,2015-06,2496,12281.490868763985,19
19,2015-07,2400,11593.22324032158,19
19,2015-08,2592,13173.794390865995,19
19,2015-09,2296,10950.895677072618,19
19,2015-10,2592,7362.091821947323,19
19,2015-11,2298,7119.34123105885,19
19,2015-12,2592,5410.895495200141,19
19,2016-01,2400,4139.614789931996,19
19,2016-02,2391,5874.7489988863845,19
19,2016-03,1916,6249.536492366981,19
19,2016-04,2496,6128.526192481401,19
19,2016-05,2400,9860.937435846427,19
19,2016-06,2428,13658.653479579627,19
19,2016-07,2468,10990.733720981621,19
19,2016-08,1135,16797.264009305905,19
19,2016-09,2430,10374.015879485787,19
19,2016-10,2400,8286.806432049294,19
19,2016-11,1332,7340.390572646722,19
19,2016-12,2080,6164.768925062022,19
19,2017-01,2230,3704.257961149607,19
19,2017-02,2107,5915.163966859583,19
19,2017-03,2592,7285.571422730117,19
19,2017-04,2304,6313.543958995069,19
19,2017-05,2592,12419.987001495172,19
19,2017-06,2304,12853.873960321223,19
19,2017-07,2592,12098.216471843634,19
19,2017-08,2400,13591.8178093039,19
19,2017-09,2479,11022.282783525969,19
19,2017-10,2412,7298.348749391997,19
19,2017-11,480,5840.889817206325,19
20,2015-12,5,170901.95653549518,20
20,2016-01,736,211107.40852709292,20
20,2016-02,503,213940.07863385964,20
20,2016-03,668,210057.01303567813,20
20,2016-04,596,203142.0237314443,20
20,2016-05,550,197255.08273512952,20
20,2016-06,715,204860.1107988452,20
20,2016-07,483,197531.55151032726,20
20,2016-08,533,196496.13335303773,20
20,2016-09,674,197915.842551452,20
20,2016-10,547,197711.70686322247,20
20,2016-11,521,209843.94147221075,20
20,2016-12,675,196848.9010663566,20
20,2017-01,545,207622.82134000928,20
20,2017-02,669,210787.45086388537,20
20,2017-03,551,206081.49062370844,20
20,2017-04,528,194002.5650353972,20
20,2017-05,744,195919.79369037473,20
20,2017-06,508,206899.36927938214,20
20,2017-07,470,191585.20999893916,20
20,2017-08,744,195819.88946681714,20
20,2017-09,528,196740.97577717746,20
20,2017-10,650,203494.0653876231,20
21,2014-07,23,2883233.2996405805,21
21,2014-08,31,2816500.0082383747,21
21,2014-09,30,2457761.923398138,21
21,2014-10,30,2436853.0718505005,21
21,2014-11,27,2985194.4721677,21
21,2014-12,30,2943680.230084956,21
21,2015-01,27,3084231.908091632,21
21,2015-02,28,3096777.8473344157,21
21,2015-03,27,3073474.342500635,21
21,2015-04,30,2936120.6640360034,21
21,2015-05,31,2787298.7884852914,21
21,2015-06,19,3141469.021586749,21
21,2015-07,0,,21
21,2015-09,29,2910953.3588182623,21
21,2015-10,31,3011060.210106314,21
21,2015-11,29,3091690.265780282,21
21,2016-01,2,2606658.578473855,21
21,2016-02,29,3229151.4961756794,21
21,2016-03,31,3183816.544468146,21
21,2016-04,30,3067937.8179072337,21
21,2016-05,31,2995262.4149176595,21
21,2016-06,30,3100968.2484134715,21
21,2016-07,29,3006422.5291565238,21
21,2016-08,30,2965224.1276681563,21
21,2016-09,27,2989327.2674184,21
21,2016-10,31,2972397.918884245,21
21,2016-11,21,3170993.2877582423,21
21,2016-12,28,2972826.6089397804,21
21,2017-01,23,3182721.789569479,21
21,2017-03,7,3055494.87960075,21
21,2017-04,30,2968964.2597365906,21
21,2017-05,31,2957947.385970951,21
21,2017-06,22,3118140.71634638,21
22,2014-10,2487,21320.4181438302,22
22,2014-11,2228,21697.53659563145,22
22,2014-12,2519,39570.16440876798,22
22,2015-01,2354,49900.42058046576,22
22,2015-02,2244,52358.33782683559,22
22,2015-03,2331,32659.954574856078,22
22,2015-04,2426,23593.538780082734,22
22,2015-05,2288,17388.582070634002,22
22,2015-06,2450,24187.29220467188,22
22,2015-07,2351,25666.901853671578,22
22,2015-08,2533,34602.11279144231,22
22,2015-09,2220,24888.27731887061,22
22,2015-10,2500,24774.584892543604,22
22,2015-11,2225,34107.411359415804,22
22,2015-12,2392,28532.17658051983,22
22,2016-01,2452,28544.314520618424,22
22,2016-02,2296,24893.182504902867,22
22,2016-03,2410,19011.984482894255,22
22,2016-04,2307,13669.163370238517,22
22,2016-05,0,,22
22,2016-06,2116,15605.918161532045,22
22,2016-07,2532,15591.661952720788,22
22,2016-08,2395,20055.936470207853,22
22,2016-09,2431,20261.899865552965,22
22,2016-10,2380,24625.28072722604,22
22,2016-11,2448,30353.594967333393,22
22,2016-12,2341,33352.07954326803,22
22,2017-01,2538,47322.227440039416,22
22,2017-02,2152,27075.59146282427,22
22,2017-03,2587,21333.894207820373,22
22,2017-04,2304,20385.506925095702,22
22,2017-05,2580,21241.31594445245,22
22,2017-06,2316,22116.710898964626,22
22,2017-07,2504,22628.661633413805,22
22,2017-08,2488,18237.97250140298,22
22,2017-09,2332,18392.76009504218,22
22,2017-10,2564,19957.765173328364,22
22,2017-11,328,21083.70414265014,22
23,2014-09,961,134976.61062136875,23
25,2014-12,994,25269.709613431976,25
25,2015-01,2574,30907.931132154343,25
25,2015-02,2180,29509.1605722563,25
25,2015-03,2496,28210.398470556847,25
25,2015-04,1155,28264.708768671633,25
25,2015-05,2528,24004.581648089617,25
25,2015-06,2289,25756.140380794983,25
25,2015-07,2586,25841.254810055572,25
25,2015-08,2397,24800.208848677685,25
25,2015-09,2493,26037.41605382853,25
25,2015-10,2393,27245.408455784494,25
25,2015-11,2435,27296.63456033163,25
25,2015-12,2359,25985.016290621235,25
25,2016-01,2502,26059.33827321997,25
25,2016-02,2298,27316.772460968554,25
25,2016-03,2511,26816.539831361653,25
25,2016-04,2372,24738.545844714296,25
25,2016-05,2444,23370.075311689474,25
25,2016-06,2446,25005.560930277552,25
25,2016-07,2398,23414.352420340318,25
25,2016-08,2588,24626.731983571262,25
25,2016-09,2280,26048.38531259233,25
25,2016-10,2590,26221.326579697587,25
25,2016-11,2288,25363.518726790317,25
25,2016-12,2583,25430.257757812204,25
25,2017-01,2390,27108.55162238593,25
25,2017-02,2302,27599.626925360397,25
25,2017-03,2396,27342.09922622661,25
25,2017-04,2496,25527.390614683427,25
25,2017-05,2400,25212.040151658584,25
25,2017-06,2496,25093.35734032249,25
25,2017-07,2400,24460.93910104634,25
25,2017-08,2502,25535.40571385401,25
25,2017-09,2394,25622.287396735548,25
25,2017-10,1462,26005.405843840457,25
26,2014-11,82,328898.7677298895,26
26,2014-12,738,311898.88720589527,26
26,2015-01,546,307109.64664854325,26
26,2015-02,543,313771.65047974914,26
26,2015-03,664,313696.0567172594,26
26,2015-04,520,315499.9353069619,26
26,2015-05,688,336298.72754958854,26
26,2015-06,536,357148.31127546023,26
26,2015-07,536,364775.9739791923,26
26,2015-08,740,367439.28216033056,26
26,2015-09,518,343638.4656363933,26
26,2015-10,542,331238.5695180523,26
26,2015-11,707,316657.4522115516,26
26,2015-12,538,318746.0653699219,26
26,2016-01,622,300168.3194620661,26
26,2016-02,619,314366.32211338176,26
26,2016-03,544,305097.77568639023,26
26,2016-04,718,318522.9792667052,26
26,2016-05,535,326836.8901032582,26
26,2016-06,522,324872.84569820564,26
26,2016-07,725,337892.7552331695,26
26,2016-08,546,328974.25289626245,26
26,2016-09,538,320678.94647185283,26
26,2016-10,715,318.84065457803797,26
26,2016-11,497,311.0911422617127,26
26,2016-12,614,292.8848022690075,26
26,2017-01,573,294.40227167466475,26
26,2017-02,451,304.7576082732036,26
26,2017-03,743,312.86672367161486,26
26,2017-04,528,312.5090603030955,26
26,2017-05,552,324.3721874584659,26
26,2017-06,720,340.3055656484599,26
26,2017-07,552,350.3483156312236,26
26,2017-08,626,346.14389046868376,26
26,2017-09,646,326.297450596334,26
26,2017-10,318,319.88109564604275,26
